2048	512	32	12.50
2048	512	22	9.61
			
4096	512	32	6.92
4096	512	22	5.00
			
8192	512	32	2.36
8192	512	22	1.29
			
2048	512	33	12.50
2048	512	23	5.67
			
4096	512	33	7.37
4096	512	23	2.67
			
8192	512	33	2.48
8192	512	23	0.75
